release_version	assembly_accession	contig_accession	length_bp	max_endpoint_position_1based	supporting_source_ids	fasta_asset_basename	fasta_sha256	fai_asset_basename	fai_sha256	bundle_sha256sums_sha256	generator_version	generated_at_utc
v0.2.0	GCF_000008685.2	NC_000955.2	18777	18750	BATTER_S1_021	BATTER_S1_021__adams2023_b31.reference.fna	6aab455e57798864f90a76a18bc725dac5d04d496f5b0d5a9cea7e77228fd5c6	BATTER_S1_021__adams2023_b31.reference.fna.fai	afae1f856fe20e4a3fe4f35b37bd885e8e09c3a769d552021b5b2ba2fc49e3ba	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_000008685.2	NC_000956.1	52971	49921	BATTER_S1_021	BATTER_S1_021__adams2023_b31.reference.fna	6aab455e57798864f90a76a18bc725dac5d04d496f5b0d5a9cea7e77228fd5c6	BATTER_S1_021__adams2023_b31.reference.fna.fai	afae1f856fe20e4a3fe4f35b37bd885e8e09c3a769d552021b5b2ba2fc49e3ba	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_000008685.2	NC_001318.1	910724	901148	BATTER_S1_021	BATTER_S1_021__adams2023_b31.reference.fna	6aab455e57798864f90a76a18bc725dac5d04d496f5b0d5a9cea7e77228fd5c6	BATTER_S1_021__adams2023_b31.reference.fna.fai	afae1f856fe20e4a3fe4f35b37bd885e8e09c3a769d552021b5b2ba2fc49e3ba	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_000008685.2	NC_001849.2	16821	16060	BATTER_S1_021	BATTER_S1_021__adams2023_b31.reference.fna	6aab455e57798864f90a76a18bc725dac5d04d496f5b0d5a9cea7e77228fd5c6	BATTER_S1_021__adams2023_b31.reference.fna.fai	afae1f856fe20e4a3fe4f35b37bd885e8e09c3a769d552021b5b2ba2fc49e3ba	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_000008685.2	NC_001850.1	24177	23351	BATTER_S1_021	BATTER_S1_021__adams2023_b31.reference.fna	6aab455e57798864f90a76a18bc725dac5d04d496f5b0d5a9cea7e77228fd5c6	BATTER_S1_021__adams2023_b31.reference.fna.fai	afae1f856fe20e4a3fe4f35b37bd885e8e09c3a769d552021b5b2ba2fc49e3ba	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_000008685.2	NC_001851.2	28155	28126	BATTER_S1_021	BATTER_S1_021__adams2023_b31.reference.fna	6aab455e57798864f90a76a18bc725dac5d04d496f5b0d5a9cea7e77228fd5c6	BATTER_S1_021__adams2023_b31.reference.fna.fai	afae1f856fe20e4a3fe4f35b37bd885e8e09c3a769d552021b5b2ba2fc49e3ba	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_000008685.2	NC_001852.1	29766	28982	BATTER_S1_021	BATTER_S1_021__adams2023_b31.reference.fna	6aab455e57798864f90a76a18bc725dac5d04d496f5b0d5a9cea7e77228fd5c6	BATTER_S1_021__adams2023_b31.reference.fna.fai	afae1f856fe20e4a3fe4f35b37bd885e8e09c3a769d552021b5b2ba2fc49e3ba	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_000008685.2	NC_001853.1	28601	26352	BATTER_S1_021	BATTER_S1_021__adams2023_b31.reference.fna	6aab455e57798864f90a76a18bc725dac5d04d496f5b0d5a9cea7e77228fd5c6	BATTER_S1_021__adams2023_b31.reference.fna.fai	afae1f856fe20e4a3fe4f35b37bd885e8e09c3a769d552021b5b2ba2fc49e3ba	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_000008685.2	NC_001854.1	27323	25843	BATTER_S1_021	BATTER_S1_021__adams2023_b31.reference.fna	6aab455e57798864f90a76a18bc725dac5d04d496f5b0d5a9cea7e77228fd5c6	BATTER_S1_021__adams2023_b31.reference.fna.fai	afae1f856fe20e4a3fe4f35b37bd885e8e09c3a769d552021b5b2ba2fc49e3ba	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_000008685.2	NC_001855.1	36849	36418	BATTER_S1_021	BATTER_S1_021__adams2023_b31.reference.fna	6aab455e57798864f90a76a18bc725dac5d04d496f5b0d5a9cea7e77228fd5c6	BATTER_S1_021__adams2023_b31.reference.fna.fai	afae1f856fe20e4a3fe4f35b37bd885e8e09c3a769d552021b5b2ba2fc49e3ba	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_000008685.2	NC_001856.1	38829	38493	BATTER_S1_021	BATTER_S1_021__adams2023_b31.reference.fna	6aab455e57798864f90a76a18bc725dac5d04d496f5b0d5a9cea7e77228fd5c6	BATTER_S1_021__adams2023_b31.reference.fna.fai	afae1f856fe20e4a3fe4f35b37bd885e8e09c3a769d552021b5b2ba2fc49e3ba	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_000008685.2	NC_001857.2	53657	53648	BATTER_S1_021	BATTER_S1_021__adams2023_b31.reference.fna	6aab455e57798864f90a76a18bc725dac5d04d496f5b0d5a9cea7e77228fd5c6	BATTER_S1_021__adams2023_b31.reference.fna.fai	afae1f856fe20e4a3fe4f35b37bd885e8e09c3a769d552021b5b2ba2fc49e3ba	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_000008685.2	NC_001903.1	26498	26478	BATTER_S1_021	BATTER_S1_021__adams2023_b31.reference.fna	6aab455e57798864f90a76a18bc725dac5d04d496f5b0d5a9cea7e77228fd5c6	BATTER_S1_021__adams2023_b31.reference.fna.fai	afae1f856fe20e4a3fe4f35b37bd885e8e09c3a769d552021b5b2ba2fc49e3ba	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_000009045.1	NC_000964.3	4215606	4215227	BATTER_S1_003	BATTER_S1_003__NC_000964.3.fna	a334e891ffc0e307f23f48842775d3383177a9d9cb5d5075b552a2cccddfe139	BATTER_S1_003__NC_000964.3.fna.fai	0576f9d30e1b56d95e928b5a19c622832e995a159cfc0281510a1d91e7f7b3c0	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_000009725.1	NC_000911.1	3573470	3570396	BATTER_S1_019	BATTER_S1_019__synecho2021_pcc6803.reference.fna	5d45a3a3e61e6e57eb8606a0a666807bfd90f5978a693f4df5c74df546f7ffca	BATTER_S1_019__synecho2021_pcc6803.reference.fna.fai	e5b749631010883c5561a2cca43b7045318047b2fc4a78446058052d1b7f0219	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_000009765.2	BA000030.4	9025608	8956508	BATTER_S1_010	BATTER_S1_010__lee2020_save.reference.fna	2d22f1800172bfa66fdec21e15cc00dadb930cd811db47eb2220e407853c36db	BATTER_S1_010__lee2020_save.reference.fna.fai	17ddb6264792a6723472e9e8cae8dd51f7de54b0ad39a354132952d177704e06	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_000010605.1	NC_010572.1	8545929	8412737	BATTER_S1_011	BATTER_S1_011__lee2020_sgri.reference.fna	568589c4c1345e48d6df65d051eca1c13ac1962316a1aa6425d11002e5cbfe16	BATTER_S1_011__lee2020_sgri.reference.fna.fai	267b06f2d5060add0413d6b399e42f820a7dabdcd046d3c2feca38c045bc1e56	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_000022005.1	CP001340.1	4042929	4040776	BATTER_S1_004	BATTER_S1_004__CP001340.1.fna	415795a2e4f48a504c0d75806320dc715a0f53984fcf0ab1f67caf027c69a58c	BATTER_S1_004__CP001340.1.fna.fai	1232aabba77f25128a1b4206483209bbf1a741ce9d072fa7afe8497b934f5429	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_000147055.1	NC_014500.1	4922802	4920515	BATTER_S1_020	BATTER_S1_020__forquet2022_ddad.reference.fna	64e4a0952049c35bacc35e92c71a342a3828a7f4e71fc2dfa6a454b16afd0f65	BATTER_S1_020__forquet2022_ddad.reference.fna.fai	a20ec991666db9217f9d679f6a8019120fc01973ffc56ef1d448dd95a8dfc23f	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_000195955.2	NC_000962.3	4411532	4411417	BATTER_S1_022	BATTER_S1_022__mtb2023_termseq.reference.fna	427dc8cea7ffbbac1b0baa31362bb7a30cac0a3ca9052d73634adf9122a63b28	BATTER_S1_022__mtb2023_termseq.reference.fna.fai	497307859218da9f1494d885666c6d1cf3378f52d2607d23087f6e5df001f254	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_000203835.1	NC_003888.3	8667507	8567100	BATTER_S1_012	BATTER_S1_012__lee2020_scoe.reference.fna	f84328d4daea480f90e0606e97f7e89367beeab735159b5a5e14efbc89ad9801	BATTER_S1_012__lee2020_scoe.reference.fna.fai	e3a9f2860134d2a225bad1abc508ab6674a407a853ac6cfcd50d61fe920a6501	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_000739105.1	CP009124.1	8345283	8283950	BATTER_S1_007;BATTER_S1_013	BATTER_S1_007__lee2019_sliv.reference.fna	14f117887bc4c29f9336aef4b8ace10fef9cec66a92d37076c396b4aff8017af	BATTER_S1_007__lee2019_sliv.reference.fna.fai	755121207de0dc2542b2c2a642208e78152ae32901713869b8f54f0b4ed55987	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_001456255.1	CP009977.1	3248023	3247519	BATTER_S1_005	BATTER_S1_005__vnat_reference.fna	f8198cbdcd29eeb17b389fdcf3a834c6eb7652f7a6cad559b8e2732296b9dd9a	BATTER_S1_005__vnat_reference.fna.fai	c0154345502ff2ebf4803128854e355a18ef3f6626e19698b28f4258273adc97	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_001456255.1	CP009978.1	1927130	1924163	BATTER_S1_005	BATTER_S1_005__vnat_reference.fna	f8198cbdcd29eeb17b389fdcf3a834c6eb7652f7a6cad559b8e2732296b9dd9a	BATTER_S1_005__vnat_reference.fna.fai	c0154345502ff2ebf4803128854e355a18ef3f6626e19698b28f4258273adc97	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_003054575.1	CP023715.1	2058755	2006735	BATTER_S1_009	BATTER_S1_009__vera2020_zm4.reference.fna	10991375da9f73136a0ffcaf93737b8160b2c1a7c87001f3dfb6c7cbb1da26a6	BATTER_S1_009__vera2020_zm4.reference.fna.fai	d369280db91973ae07005fa4789b8bb40b6ebcee1771065b2c39f7e3b6b5258d	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_003054575.1	CP023716.1	32791	23836	BATTER_S1_009	BATTER_S1_009__vera2020_zm4.reference.fna	10991375da9f73136a0ffcaf93737b8160b2c1a7c87001f3dfb6c7cbb1da26a6	BATTER_S1_009__vera2020_zm4.reference.fna.fai	d369280db91973ae07005fa4789b8bb40b6ebcee1771065b2c39f7e3b6b5258d	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_003054575.1	CP023717.1	33006	29859	BATTER_S1_009	BATTER_S1_009__vera2020_zm4.reference.fna	10991375da9f73136a0ffcaf93737b8160b2c1a7c87001f3dfb6c7cbb1da26a6	BATTER_S1_009__vera2020_zm4.reference.fna.fai	d369280db91973ae07005fa4789b8bb40b6ebcee1771065b2c39f7e3b6b5258d	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_003054575.1	CP023718.1	36494	27712	BATTER_S1_009	BATTER_S1_009__vera2020_zm4.reference.fna	10991375da9f73136a0ffcaf93737b8160b2c1a7c87001f3dfb6c7cbb1da26a6	BATTER_S1_009__vera2020_zm4.reference.fna.fai	d369280db91973ae07005fa4789b8bb40b6ebcee1771065b2c39f7e3b6b5258d	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_003054575.1	CP023719.1	39266	38997	BATTER_S1_009	BATTER_S1_009__vera2020_zm4.reference.fna	10991375da9f73136a0ffcaf93737b8160b2c1a7c87001f3dfb6c7cbb1da26a6	BATTER_S1_009__vera2020_zm4.reference.fna.fai	d369280db91973ae07005fa4789b8bb40b6ebcee1771065b2c39f7e3b6b5258d	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_003932715.1	CP020700.1	7963742	7930810	BATTER_S1_014	BATTER_S1_014__lee2020_stsu.reference.fna	b3e58b3e5ff8562fd983595d6503cf8ee66af8af9d48fc6528e9d0d279df77c4	BATTER_S1_014__lee2020_stsu.reference.fna.fai	128489765a16dce51f2707b8a1780cce817f5d5c545543b108152316a8ee5e1a	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_005519465.1	CP027858.1	6748591	6746205	BATTER_S1_015;BATTER_S1_017	BATTER_S1_015__lee2020_scla.reference.fna	664caa032ca382cdbdc2c3a70dc7b196651ade70e428bf8448d7d953e985ee6b	BATTER_S1_015__lee2020_scla.reference.fna.fai	a87b21c0cf69bff29e4a7caefca619930fb9a8edfd8156c4347d8c4fe8b77c65	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_005519465.1	CP027859.1	1795495	1783141	BATTER_S1_015;BATTER_S1_017	BATTER_S1_015__lee2020_scla.reference.fna	664caa032ca382cdbdc2c3a70dc7b196651ade70e428bf8448d7d953e985ee6b	BATTER_S1_015__lee2020_scla.reference.fna.fai	a87b21c0cf69bff29e4a7caefca619930fb9a8edfd8156c4347d8c4fe8b77c65	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_015710995.1	CP059991.1	9054805	8967519	BATTER_S1_016	BATTER_S1_016__lee2020_satcc15439.reference.fna	d47d1a46eb8c5c92a18eb080bffd50c3f01f7a9042c7d3e2da43c2e66b02f053	BATTER_S1_016__lee2020_satcc15439.reference.fna.fai	b8a2f90147a81791a9454908fde0e172ef55ebcdf1582f82963c2ab0ea689ebb	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_018282115.1	CP054306.1	3704690	3693456	BATTER_S1_018	BATTER_S1_018__synecho2021_pcc7338.reference.fna	ee70461b7798c3bc1eb9f964ea1f97b28753faebcfbd75b8ff9fb8a46e9fcd97	BATTER_S1_018__synecho2021_pcc7338.reference.fna.fai	d74781d957b697b9e402269a6c86a0a662f4e0c24a24329c6cb8c54cba2a7e5c	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_018282115.1	CP054307.1	81333	69731	BATTER_S1_018	BATTER_S1_018__synecho2021_pcc7338.reference.fna	ee70461b7798c3bc1eb9f964ea1f97b28753faebcfbd75b8ff9fb8a46e9fcd97	BATTER_S1_018__synecho2021_pcc7338.reference.fna.fai	d74781d957b697b9e402269a6c86a0a662f4e0c24a24329c6cb8c54cba2a7e5c	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_018282115.1	CP054308.1	45216	41523	BATTER_S1_018	BATTER_S1_018__synecho2021_pcc7338.reference.fna	ee70461b7798c3bc1eb9f964ea1f97b28753faebcfbd75b8ff9fb8a46e9fcd97	BATTER_S1_018__synecho2021_pcc7338.reference.fna.fai	d74781d957b697b9e402269a6c86a0a662f4e0c24a24329c6cb8c54cba2a7e5c	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
v0.2.0	GCF_018282115.1	CP054309.1	1564	1522	BATTER_S1_018	BATTER_S1_018__synecho2021_pcc7338.reference.fna	ee70461b7798c3bc1eb9f964ea1f97b28753faebcfbd75b8ff9fb8a46e9fcd97	BATTER_S1_018__synecho2021_pcc7338.reference.fna.fai	d74781d957b697b9e402269a6c86a0a662f4e0c24a24329c6cb8c54cba2a7e5c	2290a2a0c1a7b4f480a53d59ce38ef3d666fd1c569807b1b79fa95a0e515be38	bted-reference-contig-registry-0.1.0	2026-08-21T14:33:22Z
